State,Facility Name,Facility ID,Year,Gross Load (MWh),Steam Load (1000 lb),SO2 Mass (short tons),CO2 Mass (short tons),NOx Mass (short tons),Heat Input (mmBtu)
MD,Perryman,1556,2022,332475.42,,1.12,211266.56,61.265,3491926.266
MD,Chalk Point,1571,2022,294507.4,,27.003,206508.431,176.555,3424005.876
MD,Dickerson,1572,2022,112068.91,,3.164,84544.659,65.516,1380261.594
MA,Mystic,1588,2022,1653033.03,,3.594,711917.256,45.196,11979428.71
MA,Medway Station,1592,2022,2860.08,,,6243.5,19.474,77052.1
MA,Blackstone,1594,2022,,235515.8,,,22.753,285843.116
MA,Kendall Green Energy LLC,1595,2022,1845054.45,266002.15,3.777,743790.978,65.247,12429601.6
MA,Canal Station,1599,2022,379945.22,,220.296,263991.36,115.619,3721522.334
MA,West Springfield,1642,2022,1077.09,,0.004,804.379,1.267,10297.227
MA,Potter,1660,2022,34968.25,,0.107,22893.413,2.872,335807.559
MA,Waters River,1678,2022,6300.4,,,4040.8,10.172,75379.5
MA,Cleary Flood,1682,2022,26062.82,,0.257,16972.29,20.868,280764.577
MI,Dan E Karn,1702,2022,,2006677.55,69.699,206970.695,208.815,3456504.003
MI,Delray,1728,2022,44574.6,,0.158,31409.379,11.78,528496.243
MI,Hancock Peakers,1730,2022,16619.58,,0.076,14885.8,88.289,252257.5
MI,St. Clair,1743,2022,952012.25,,3316.147,983494.446,1075.159,9377310.489
MI,Wyandotte,1866,2022,,6006.76,0.002,591.151,0.403,10008.633
MN,Laskin Energy Center,1891,2022,120609.1,,1.412,99838.998,95.36,1680001.308
MN,Boswell Energy Center,1893,2022,2340487.07,,187.905,2604916.864,723.176,24997481.13
MN,Black Dog,1904,2022,769729.65,,2.005,396142.717,80.523,6665858.818
MN,High Bridge,1912,2022,1867252.35,,4.204,832710.045,98.86,14011861.47
MN,Inver Hills,1913,2022,20208.02,,4.74,,122.962,338034.1
MN,Riverside (1927),1927,2022,1505863.04,,3.195,632933.673,119.839,10650256.98
MN,Cambridge Station,2038,2022,30946.8,,0.109,21644.933,7.525,364216.068
MN,Elk River,2039,2022,38208.18,,0.14,27232.026,9.206,450203.392
MS,Chevron Cogenerating Station,2047,2022,504292.46,,1.773,351162.728,160.983,5908955.557
MS,Sweatt Electric Generating Plant,2048,2022,1076,,,,4.543,12981.6
MS,Watson Electric Generating Plant,2049,2022,2768002.44,,7.982,1581040.963,3099.592,26659812.99
MS,Baxter Wilson,2050,2022,317796,,1.022,202458.217,341.887,3405839.821
MS,Moselle Generation Complex,2070,2022,1256331.77,,3.305,654642.402,107.627,11015859.09
MO,Hawthorn,2079,2022,334096.8,,0.993,196682.205,32.728,3309537.154
MO,Ralph Green Station,2092,2022,25842.3,,0.179,,55.716,598052.314
MO,Lake Road,2098,2022,41240.17,,0.767,17368.318,129.163,703134.795
MO,Meramec,2104,2022,132921.21,,0.45,91426.467,42.195,1542267.856
MO,Chillicothe,2122,2022,11872,,12.346,,78.266,188451.6
MO,Columbia,2123,2022,,20635.45,0.01,1994.941,0.294,33567.719
MO,Higginsville Municipal Power Plant,2131,2022,13653.3,,0.071,,70.956,202767.3
MO,James River,2161,2022,141170.73,,1.056,117734.338,147.485,1932909.988
MT,Glendive Generating Station,2176,2022,1502.15,,0.076,1293.93,1.957,19195.878
NE,Canaday,2226,2022,22051.19,,0.083,16134.5,34.159,273246.1
NE,Lon D Wright Power Plant,2240,2022,337628.51,,585.535,350178.17,436.666,3577034.26
NE,C W Burdick,2241,2022,12927.24,,0.064,11674.339,2.986,196242.857
NE,J Street,2250,2022,1792.3,,0.218,,12.32,33719.3
NE,Hallam Peaking,2265,2022,1665.16,,4.94,,12.048,20314
NE,Sheldon,2277,2022,1132945.06,,3318.469,1237653.973,2897.207,11800725.15
NE,North Omaha Station,2291,2022,1947972.45,,5479.061,2085302.836,2932.692,20381689.41
NE,Sarpy County Station,2292,2022,147050.19,,0.625,75158.491,140.995,2040430.325
NV,Clark,2322,2022,257566.27,,0.837,165647.621,34.456,2787337.436
NV,Fort Churchill,2330,2022,574546.43,,1.947,385608.43,414.83,6488575.888
NV,Tracy,2336,2022,3550202.37,,8.648,1713152.228,377.411,28827039.35
NH,Schiller,2367,2022,,,,,,
NJ,Carlls Corner Energy Center,2379,2022,7754.29,,2.649,8582.5,29.056,140067.3
NJ,Sayreville,2390,2022,4628.29,,6.024,6013.5,6.462,79675.2
NJ,Gilbert Generating Station,2393,2022,86471.41,,0.439,65777.462,18.684,1102929.109
NJ,Bergen Generating Station,2398,2022,1437588.88,,4.91,974486.555,177.091,16324532.69
NJ,Burlington Generating Station,2399,2022,57882.69,,0.206,34476.437,27.951,561709.384
NJ,Essex,2401,2022,861.89,,0.004,700.884,0.644,11795.017
NJ,Kearny Generating Station,2404,2022,252277.5,,0.815,160743.026,46.486,2698676.655
NJ,Linden Generating Station,2406,2022,5148087.5,,13.835,2215415.163,181.825,37102440.9
NJ,Sewaren Generating Station,2411,2022,2792525.33,,5.539,1097215.937,57.469,18451195.87
NJ,Howard M Down,2434,2022,69994.26,,0.208,41191.839,8.933,693145.512
NM,Rio Grande,2444,2022,639836.18,,0.923,395843.313,398.551,6660603.05
NM,Maddox,2446,2022,238706.64,,0.741,146823.002,171.567,2470673.481
NM,Reeves Generating Station,2450,2022,217291.27,,0.798,158052.525,306.552,2659491.355
NM,Cunningham,2454,2022,1177803.11,,3.784,749868.393,691.914,12617977.32
NY,Danskammer Generating Station,2480,2022,16277.86,,0.055,10843.21,7.406,182913.849
NY,Arthur Kill,2490,2022,1035925.36,,3.269,649296.811,432.216,10925799.9
NY,East River,2493,2022,2300044,8421016.25,59.533,2142801.475,841.948,35941055.05
NY,Gowanus Generating Station,2494,2022,15712.9,,,14835.6,40.803,247140.9
NY,Narrows Generating Station,2499,2022,42196.4,,,48687.1,149.802,797027.6
NY,Ravenswood Generating Station,2500,2022,2130240.47,,24.797,1043728.593,309.497,17386840.74
NY,59th Street,2503,2022,,2684611.5,,,221.678,3795999.225
NY,74th Street,2504,2022,,2945088.5,65.3,222313.45,171.253,3588990.85
NY,E F Barrett,2511,2022,1453010.31,,47.419,922545.371,1070.029,15426152.67
NY,Northport,2516,2022,3085821.55,,991.865,1954439.705,992.912,31507135.2
NY,Port Jefferson Energy Center,2517,2022,456656.51,,254.254,308449.577,160.209,4824929.643
NY,Greenidge Generation LLC,2527,2022,584851.36,,1.783,343046.31,46.335,5786849.888
NY,Bethlehem Energy Center (Albany),2539,2022,3478190.17,,10.564,2092757.523,107.41,35214725.28
NY,Oswego Harbor Power,2594,2022,63845.92,,171.739,60034.599,69.051,746872.434
NY,Bowline Generating Station,2625,2022,1537476.95,,101.253,905396.476,882.78,15109964.02
NY,Hillburn,2628,2022,1299.23,,0.007,1345.85,5.744,22613.202
NY,Shoemaker,2632,2022,399.84,,0.003,465.821,2.456,7807.481
NY,Freeport Power Plant No. 2,2679,2022,55634.49,,0.317,33644.378,3.816,556274.26
NY,S A Carlson,2682,2022,66909.25,,0.459,42882.3,45.331,721319.475
NC,Asheville,2706,2022,4098606.04,,8.838,1754663.635,584.236,29422287.56
NC,H F Lee Steam Electric Plant,2709,2022,6699040.73,,16.31,3008712.932,1023.165,50372754.44
NC,L V Sutton,2713,2022,4000018.73,,8.707,1647024.298,574.492,27701406.28
NC,Buck,2720,2022,5017980.36,,10.296,2039544.321,149.394,34319091.89
NC,Cliffside,2721,2022,5472445.7,,454.921,3372097.124,1735.19,47953925.42
NC,Dan River,2723,2022,4246599.24,,7.517,1755710.445,431.099,29543024.75
NC,Marshall,2727,2022,7733961.01,,1674.452,5775498.305,6341.792,73142858.6
ND,R M Heskett,2790,2022,3659.82,,0.023,4484.755,4.272,75474.488
OH,Dicks Creek Power Company LLC,2831,2022,1801.48,,0.026,,30.575,87357.6
OH,Frank M Tait Station,2847,2022,365906.94,,2.81,277149.5,270.003,4695212
OH,O H Hutchings,2848,2022,600,,0.004,,4.687,13392
OH,West Lorain,2869,2022,615271.14,,2.24,440862.46,99.671,7398541.178
OH,Richland Peaking Station,2880,2022,271258.99,,1.064,210630.453,149.816,3544254.857
OK,Horseshoe Lake,2951,2022,619011.66,,2.117,419083.704,729.608,7051917.163
OK,Muskogee,2952,2022,2359791.46,,2728.222,2055673.773,2512.866,25586164.23
OK,Mustang,2953,2022,868817.62,,2.544,503973.5,344.835,8480441.341
OK,Seminole (2956),2956,2022,1552778.62,,5.114,1012984.416,1094.758,17045427.1
OK,Northeastern,2963,2022,1719988.27,,6.417,1270910.682,1059.5,21385439.22
OK,Southwestern,2964,2022,892004.05,,3.067,608416.415,1350.893,10252816.48
OK,Tulsa,2965,2022,300854.22,,1.068,211509.208,485.679,3558995.387
OK,Weleetka,2966,2022,,,,,40.752,116436.1
OK,Anadarko,3006,2022,565836.37,,0.763,150982.445,148.778,5749442.649
OK,Mooreland,3008,2022,118831.99,,0.379,75216.363,102.663,1265237.627
PA,Brunot Island Power Station,3096,2022,44626.13,,0.189,37501.002,9.317,631033.885
PA,Mountain,3111,2022,7061.15,,5.824,6446.2,38.572,115310.4
PA,Portland,3113,2022,7162.31,,0.832,6621.385,10.561,81604.529
PA,Conemaugh,3118,2022,6196135.15,,2126.299,5963852.945,3366.086,58184020.92
PA,Shawville,3131,2022,1172134.94,,3.617,716515.368,369.165,12056712.22
PA,Warren,3132,2022,11689.35,,0.051,7608.004,40.472,170755.231
PA,Keystone,3136,2022,5556249.71,,10959.074,5418275.303,3189.497,52809686.81
PA,New Castle,3138,2022,533362.57,,1.759,348464.589,210.329,5863546.8
PA,"Brunner Island, LLC",3140,2022,3148655.34,,2072.24,2313915.328,2496.942,30295635.09
PA,"Martins Creek, LLC",3148,2022,265266.18,,34.692,187458.351,132.006,3083124.213
PA,Eddystone Generating Station,3161,2022,19801.92,,0.117,18635.702,10.253,282696.555
PA,Hunlock Creek Energy Center,3176,2022,676886.93,,1.586,314050.028,27.137,5284471.669
RI,Manchester Street Station,3236,2022,689056.25,,4.241,510227.225,146.992,8501686.6
SC,Darlington County,3250,2022,97758.35,,0.368,71207.395,61.838,1125858.416
SC,W S Lee,3264,2022,4838013.09,,10.24,2028028.829,182.145,34113923.68
SC,Hagood,3285,2022,20028.42,,0.114,18460.286,22.492,264469.37
SC,McMeekin,3287,2022,812342.43,,2.028,408756.922,272.321,6895421.184
SC,Urquhart,3295,2022,1409682.49,,4.888,954565.432,236.89,15973388.26
SC,Williams,3298,2022,6.2,,0.096,,0.408,890.2
SD,Aberdeen Generating Station,3338,2022,54489.65,,0.203,37713.8,65.98,637663
SD,Huron,3344,2022,,,,,,
TN,Allen,3393,2022,5589486.52,,12.757,2108288.837,205.262,35472973.99
TN,Gallatin,3403,2022,179673.13,,2.45,131796.001,66.549,2215339.703
TN,John Sevier,3405,2022,4629668.62,,9.761,1923702.792,181.694,32351556.29
TN,Johnsonville,3406,2022,1249209.2,372619.69,88.086,638170.634,290.8,11071182.48
TX,Laredo,3439,2022,35982.96,,0.102,20287.091,1.934,341348.142
TX,Nueces Bay,3441,2022,1606681.2,,3.559,704887.796,100.21,11861024.44
TX,Victoria Power Station,3443,2022,993887.6,,2.306,456872.082,64.492,7687765.713
TX,Lake Hubbard,3452,2022,573019.36,,3.559,418007.545,230.098,6690908.042
TX,Mountain Creek Generating Station,3453,2022,615497.71,,2.128,421555.074,295.046,7093212.093
TX,Newman Power Station,3456,2022,3229703.16,,9.408,1863340.543,1844.702,31354304.33
TX,Lewis Creek,3457,2022,1890812.67,,5.889,1166483.119,271.782,19628292.69
TX,Sabine,3459,2022,3032285.78,,9.462,1874449.318,2034.758,31541135.69
TX,Cedar Bayou,3460,2022,3017565.81,,9.091,1800786.723,1059.791,30301573.47
TX,Greens Bayou,3464,2022,214573.53,,,,324.725,3219823.1
TX,T H Wharton,3469,2022,1184374.26,,,533069.073,663.089,18061306.3
TX,W A Parish,3470,2022,14064988.88,,34135.945,13584766.69,5231.561,137412134.7
TX,Knox Lee Power Plant,3476,2022,383848.84,,1.156,229033.095,254.653,3853951.531
TX,Wilkes Power Plant,3478,2022,1109442.84,,3.43,630168.047,812.665,10603514.36
TX,Jones Station,3482,2022,1661890.77,,5.53,1051386.783,703.074,17668716.6
TX,Nichols Station,3484,2022,778900.39,,2.613,508955.231,565.103,8563681.511
TX,Plant X,3485,2022,536050.21,,1.703,337839.149,357.28,5684559.233
TX,Graham,3490,2022,177733.36,,0.79,132077.893,263.059,2095695.152
TX,Handley Generating Station,3491,2022,1119194.51,,3.975,787425.49,125.837,13249844.66
TX,Morgan Creek,3492,2022,21572.72,,,,170.866,312915.1
TX,Permian Basin,3494,2022,129146.88,,,102527.084,213.58,1722203.059
TX,Stryker Creek,3504,2022,247468.8,,1.122,191415.422,188.077,3160943.158
TX,Trinidad,3507,2022,64491.85,,0.306,60559.291,101.908,1019053.833
TX,Decker Creek,3548,2022,118608.52,,0.484,57531.442,273.434,1571921.234
TX,Silas Ray,3559,2022,61024.8,,0.235,46522.626,21.742,782810.97
TX,Ray Olinger,3576,2022,67239.75,,0.25,49426.55,23.39,831666.075
TX,Sim Gideon,3601,2022,901413.07,,2.804,555537.656,820.868,9348103.102
TX,J Robert Massengale Generating Station,3604,2022,17251.87,,0.046,9026.178,3.177,151862.264
TX,Leon Creek,3609,2022,154237.79,,0.454,89873.937,12.341,1512310.946
TX,O W Sommers,3611,2022,1464805.41,,4.823,955326.563,1144.34,16075288.55
TX,V H Braunig,3612,2022,4388167.5,,11.359,2242345.288,1519.319,37706413.24
TX,R W Miller,3628,2022,383754.31,,23.091,258871.273,358.34,4199425.153
TX,Sam Rayburn Plant,3631,2022,320985.19,,1.005,190705.998,51.662,3123321.926
UT,Gadsby,3648,2022,151802.85,,0.638,126050.526,108.546,2121014.509
VA,Clinch River,3775,2022,91451.41,,26.496,61147.518,68.724,1028960.221
VA,Chesterfield Power Station,3797,2022,1970157.72,,4.872,871051.331,931.244,14651252.89
VA,Possum Point Power Station,3804,2022,1713981.06,,6.369,777458.644,69.577,13042295.01
VA,Yorktown Power Station,3809,2022,33884.51,,77.175,34294.609,28.664,423922.98
WI,Bay Front,3982,2022,183195.75,,63.04,302080.964,282.266,2897910.109
WI,Fitchburg Generating Station,3991,2022,106.22,,0.001,,1.167,3333.3
WI,Blount Street,3992,2022,27332.45,,0.149,22679.21,39.784,381599.379
WI,Wheaton Generating Plant,4014,2022,79082.32,,7.416,,194.289,1131248.236
WI,Port Washington Generating Station,4040,2022,7864845.17,,15.862,3142119.871,274.779,52872156.12
WI,South Oak Creek,4041,2022,3825705.76,,169.503,4153497.185,1317.308,39629785.77
WI,Valley (WEPCO),4042,2022,,6616773.51,2.567,508510.207,274.274,8578123.039
WI,Pulliam,4072,2022,129697.46,,0.47,93088.315,21.322,1566363.06
WI,West Marinette,4076,2022,249670.13,,0.997,195819.14,221.365,3306681.456
WI,Weston,4078,2022,4869933.33,,676.834,4184962.301,1169.037,40010220.87
WY,Naughton,4162,2022,2706427.1,,1426.074,2674126.779,2707.664,28586417.96
TX,Power Lane Steam Plant,4195,2022,24846.25,,0.923,21697.9,33.445,342697.625
TX,Spencer,4266,2022,28928.25,,0.11,21678.9,20.103,364719.55
TX,T C Ferguson Power Plant,4937,2022,2045565.53,,6.337,1255183.193,64.799,21121117.03
TX,Barney M. Davis,4939,2022,1416135.49,,3.444,682130.365,174.189,11478054.26
OK,Riverside (4940),4940,2022,873615.51,,3.413,626315.788,1277.614,10545476.85
NJ,Cumberland Energy Center,5083,2022,99832.22,,0.29,59017.224,11.615,972747.711
AL,James H Miller Jr,6002,2022,22441953.75,,1191.666,23814854.18,7538.103,227067665.8
CA,Olive,6013,2022,,,,,,
OH,W H Zimmer Generating Station,6019,2022,,3130.42,,,0.175,4572.996
CO,Craig,6021,2022,8210388.15,,3102.897,8703742.366,7453.21,82987755.44
MI,Belle River,6034,2022,89112.44,,0.32,63389.078,17.551,1066656.029
MI,Greenwood,6035,2022,493151.95,,2.142,328738.87,242.532,5538002.994
FL,Manatee,6042,2022,6794751.98,,13.843,2677640.851,192.457,45056129.69
FL,Martin,6043,2022,9773623.3,,20.346,4028702.43,508.596,67783587.52
FL,Debary,6046,2022,107117.29,,0.948,87997.586,58.322,1462406.717
LA,Big Cajun 2,6055,2022,4061619.15,,9564.716,4218988.516,2575.997,42513409.37
MN,Cascade Creek,6058,2022,10023.6,,0.308,8257.956,11.229,145790.882
MS,R D Morrow Senior Generating Plant,6061,2022,105225.3,,0.215,42507.777,9.051,715277.382
IA,Electrifarm,6063,2022,11721,,4.027,,26.804,170345.4
KS,Nearman Creek,6064,2022,37689.37,,3.439,30076.372,8.265,486864.235
KY,Trimble County,6071,2022,2000389.69,,6.774,1341769.353,381.515,22578099.9
MS,Daniel Electric Generating Plant,6073,2022,8393482.15,,16.17,3203106.236,195.048,53898336.97
MO,Greenwood Energy Center,6074,2022,43897.4,,20.232,,155.963,1018472.4
MA,Stony Brook Energy Center,6081,2022,83654.75,,,63009.925,72.103,931698.725
IN,R M Schahfer Generating Station,6085,2022,23348.26,,0.107,,40.305,353887.513
CO,Fort St. Vrain,6112,2022,2839071.38,,7.049,1396100.038,278.923,23492073.89
GA,McIntosh (6124),6124,2022,92321,,53.012,90152.7,125.688,1265757.6
IN,A B Brown Generating Station,6137,2022,78790.87,,0.328,57904.198,43.454,974195.06
CT,New Haven Harbor,6156,2022,72980.45,,83.928,64856.888,47.497,836923.753
TX,Oak Grove,6180,2022,13582885.95,,8777.137,13877678.81,4591.295,127518881.7
LA,Brame Energy Center,6190,2022,605043.13,,1.885,373401.124,657.104,6283216.741
TX,Harrington Station,6193,2022,4804514.56,,15579.11,5138540.752,4170.736,49090639.18
MO,John Twitty Energy Center,6195,2022,2872210.09,,3152.837,2741291.62,1258.297,26835772.45
MO,Empire District Elec Co Energy Ctr,6223,2022,283587.62,,1.757,231004.19,227.206,3828976.081
TX,Roland C. Dansby Power Plant,6243,2022,249097.49,,0.668,132422.909,57.721,2228298.265
CO,Pawnee,6248,2022,2731907.05,,1273.667,3038861.79,694.889,28989782.22
WI,Germantown Power Plant,6253,2022,24296.38,,0.093,18377.91,4.588,309170.113
MN,Hutchinson - Plant 2,6358,2022,15160.77,,0.055,10425.291,8.804,175431.453
NE,Rokeby,6373,2022,72101.11,,0.425,49075.561,81.59,972636.617
CT,Alfred L Pierce Generating Station,6635,2022,3082.27,,0.012,2353.094,0.786,39035.351
KY,R D Green,6639,2022,895983.29,,979.928,792531.862,726.397,9809772.172
CO,Rawhide Energy Station,6761,2022,163152.69,,0.592,117154.548,32.278,1971344.939
KS,East 12th Street,7013,2022,1674,,0.011,2365.3,5.613,40084.6
VA,Gravel Neck Combustion Turbine,7032,2022,30257.06,,17.219,28793.1,39.741,424750.1
AL,McIntosh (7063),7063,2022,832489.1,,2.772,547800.511,231.787,9217019.951
NV,Harry Allen,7082,2022,2963059.54,,6.612,1309619.374,118.05,22036778.04
NJ,Forked River Power,7138,2022,8200.46,,0.038,6134.8,7.85,103871.6
IA,Pleasant Hill Energy Center,7145,2022,7670.95,,1.164,2480.38,13.821,121197.763
DE,Hay Road,7153,2022,2068534.39,,3.579,1020476.458,369.906,17039045.64
OH,Woodsdale,7158,2022,111126.61,,2.222,116535.156,129.118,1833385.824
WI,Concord,7159,2022,207896.94,,0.806,159312.841,99.98,2676562.243
WI,South Fond Du Lac,7203,2022,72099.73,,2.223,73420.413,48.542,1186305.126
SC,Cope Station,7210,2022,1844836.99,,717.55,1475718.94,1093.248,20180568.19
VA,Darbytown Combustion Turbine,7212,2022,54179.49,,33.186,48689.5,67.016,703207.4
SD,Angus Anson,7237,2022,120947.74,,0.44,87387.695,29.012,1464832.394
FL,Cane Island,7238,2022,3805479.08,,8.046,1587005.085,157.794,26704237
FL,Polk,7242,2022,7204897.71,,56.558,2973825.059,547.833,50024216.35
FL,Reedy Creek Central Energy Plant,7254,2022,213.89,,0.001,1502.915,1.3,25263.351
MI,48th Street Peaking Station,7258,2022,88094.64,,0.325,60553.629,26.346,1018701.84
CA,Woodland Generation Station,7266,2022,295652.97,,0.803,159173.6,9.058,2676968.524
